,timestamp,ID,avg_speed,avg_flow,avg_occ,avg_freeflow_speed,samples_below_100pct_ff,samples_below_95pct_ff,samples_below_90pct_ff,samples_below_85pct_ff,samples_below_80pct_ff,samples_below_75pct_ff,samples_below_70pct_ff,samples_below_65pct_ff,samples_below_60pct_ff,samples_below_55pct_ff,samples_below_50pct_ff,samples_below_45pct_ff,samples_below_40pct_ff,samples_below_35pct_ff,samples_below_30pct_ff,samples_below_20pct_ff,samples_below_25pct_ff,samples_below_15pct_ff,samples_below_10pct_ff
25,02/16/2016 00:00:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
26,02/16/2016 00:01:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
27,02/16/2016 00:01:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
28,02/16/2016 00:01:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
29,02/16/2016 00:01:14,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
30,02/16/2016 00:01:14,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
31,02/16/2016 00:01:14,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
32,02/16/2016 00:01:14,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
33,02/16/2016 00:01:14,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
34,02/16/2016 00:01:14,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
35,02/16/2016 00:01:14,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
36,02/16/2016 00:01:14,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
37,02/16/2016 00:01:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
38,02/16/2016 00:01:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
39,02/16/2016 00:01:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
40,02/16/2016 00:01:44,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
41,02/16/2016 00:01:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
42,02/16/2016 00:01:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
43,02/16/2016 00:01:44,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
44,02/16/2016 00:01:44,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
45,02/16/2016 00:01:44,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
46,02/16/2016 00:01:44,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
47,02/16/2016 00:01:44,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
48,02/16/2016 00:01:44,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
49,02/16/2016 00:01:44,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
50,02/16/2016 00:01:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
51,02/16/2016 00:01:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
52,02/16/2016 00:02:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
53,02/16/2016 00:02:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
54,02/16/2016 00:02:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
55,02/16/2016 00:02:14,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
56,02/16/2016 00:02:14,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
57,02/16/2016 00:02:14,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
58,02/16/2016 00:02:14,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
59,02/16/2016 00:02:14,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
60,02/16/2016 00:02:14,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
61,02/16/2016 00:02:14,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
62,02/16/2016 00:02:14,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
63,02/16/2016 00:02:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
64,02/16/2016 00:02:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
65,02/16/2016 00:02:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
66,02/16/2016 00:02:44,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
67,02/16/2016 00:02:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
68,02/16/2016 00:02:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
69,02/16/2016 00:02:44,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
70,02/16/2016 00:02:44,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
71,02/16/2016 00:02:44,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
72,02/16/2016 00:02:44,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
73,02/16/2016 00:02:44,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
74,02/16/2016 00:02:44,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
75,02/16/2016 00:02:44,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
76,02/16/2016 00:02:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
77,02/16/2016 00:02:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
78,02/16/2016 00:03:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
79,02/16/2016 00:03:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
80,02/16/2016 00:03:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
81,02/16/2016 00:03:14,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
82,02/16/2016 00:03:14,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
83,02/16/2016 00:03:14,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
84,02/16/2016 00:03:14,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
85,02/16/2016 00:03:14,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
86,02/16/2016 00:03:14,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
87,02/16/2016 00:03:14,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
88,02/16/2016 00:03:14,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
89,02/16/2016 00:03:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
90,02/16/2016 00:03:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
91,02/16/2016 00:03:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
92,02/16/2016 00:03:44,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
93,02/16/2016 00:03:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
94,02/16/2016 00:03:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
95,02/16/2016 00:03:44,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
96,02/16/2016 00:03:44,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
97,02/16/2016 00:03:44,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
98,02/16/2016 00:03:44,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
99,02/16/2016 00:03:44,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
100,02/16/2016 00:03:44,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
101,02/16/2016 00:03:44,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
102,02/16/2016 00:03:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
103,02/16/2016 00:03:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
104,02/16/2016 00:04:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
105,02/16/2016 00:04:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
106,02/16/2016 00:04:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
107,02/16/2016 00:04:14,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
108,02/16/2016 00:04:14,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
109,02/16/2016 00:04:14,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
110,02/16/2016 00:04:14,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
111,02/16/2016 00:04:14,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
112,02/16/2016 00:04:14,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
113,02/16/2016 00:04:14,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
114,02/16/2016 00:04:14,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
115,02/16/2016 00:04:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
116,02/16/2016 00:04:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
117,02/16/2016 00:04:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
118,02/16/2016 00:04:44,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
119,02/16/2016 00:04:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
120,02/16/2016 00:04:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
121,02/16/2016 00:04:44,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
122,02/16/2016 00:04:44,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
123,02/16/2016 00:04:44,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
124,02/16/2016 00:04:44,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
125,02/16/2016 00:04:44,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
126,02/16/2016 00:04:44,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
127,02/16/2016 00:04:44,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
128,02/16/2016 00:04:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
129,02/16/2016 00:04:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
130,02/16/2016 00:05:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
131,02/16/2016 00:05:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
132,02/16/2016 00:05:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
133,02/16/2016 00:05:14,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
134,02/16/2016 00:05:14,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
135,02/16/2016 00:05:14,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
136,02/16/2016 00:05:14,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
137,02/16/2016 00:05:14,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
138,02/16/2016 00:05:14,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
139,02/16/2016 00:05:14,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
140,02/16/2016 00:05:14,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
141,02/16/2016 00:05:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
142,02/16/2016 00:05:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
143,02/16/2016 00:05:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
144,02/16/2016 00:05:44,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
145,02/16/2016 00:05:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
146,02/16/2016 00:05:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
147,02/16/2016 00:05:44,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
148,02/16/2016 00:05:44,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
149,02/16/2016 00:05:44,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
150,02/16/2016 00:05:44,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
151,02/16/2016 00:05:44,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
152,02/16/2016 00:05:44,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
153,02/16/2016 00:05:44,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
154,02/16/2016 00:05:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
155,02/16/2016 00:05:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
156,02/16/2016 00:06:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
157,02/16/2016 00:06:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
158,02/16/2016 00:06:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
159,02/16/2016 00:06:14,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
160,02/16/2016 00:06:14,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
161,02/16/2016 00:06:14,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
162,02/16/2016 00:06:14,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
163,02/16/2016 00:06:14,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
164,02/16/2016 00:06:14,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
165,02/16/2016 00:06:14,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
166,02/16/2016 00:06:14,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
167,02/16/2016 00:06:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
168,02/16/2016 00:06:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
169,02/16/2016 00:06:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
170,02/16/2016 00:06:44,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
171,02/16/2016 00:06:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
172,02/16/2016 00:06:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
173,02/16/2016 00:06:44,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
174,02/16/2016 00:06:44,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
175,02/16/2016 00:06:44,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
176,02/16/2016 00:06:44,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
177,02/16/2016 00:06:44,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
178,02/16/2016 00:06:44,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
179,02/16/2016 00:06:44,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
180,02/16/2016 00:06:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
181,02/16/2016 00:06:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
182,02/16/2016 00:07:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
183,02/16/2016 00:07:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
184,02/16/2016 00:07:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
185,02/16/2016 00:07:14,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
186,02/16/2016 00:07:14,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
187,02/16/2016 00:07:14,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
188,02/16/2016 00:07:14,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
189,02/16/2016 00:07:14,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
190,02/16/2016 00:07:14,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
191,02/16/2016 00:07:14,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
192,02/16/2016 00:07:14,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
193,02/16/2016 00:07:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
194,02/16/2016 00:07:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
195,02/16/2016 00:07:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
196,02/16/2016 00:07:44,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
197,02/16/2016 00:07:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
198,02/16/2016 00:07:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
199,02/16/2016 00:07:44,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
200,02/16/2016 00:07:44,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
201,02/16/2016 00:07:44,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
202,02/16/2016 00:07:44,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
203,02/16/2016 00:07:44,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
204,02/16/2016 00:07:44,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
205,02/16/2016 00:07:44,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
206,02/16/2016 00:07:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
207,02/16/2016 00:07:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
208,02/16/2016 00:08:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
209,02/16/2016 00:08:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
210,02/16/2016 00:08:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
211,02/16/2016 00:08:14,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
212,02/16/2016 00:08:14,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
213,02/16/2016 00:08:14,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
214,02/16/2016 00:08:14,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
215,02/16/2016 00:08:14,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
216,02/16/2016 00:08:14,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
217,02/16/2016 00:08:14,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
218,02/16/2016 00:08:14,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
219,02/16/2016 00:08:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
220,02/16/2016 00:08:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
221,02/16/2016 00:08:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
222,02/16/2016 00:08:44,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
223,02/16/2016 00:08:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
224,02/16/2016 00:08:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
225,02/16/2016 00:08:44,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
226,02/16/2016 00:08:44,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
227,02/16/2016 00:08:44,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
228,02/16/2016 00:08:44,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
229,02/16/2016 00:08:44,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
230,02/16/2016 00:08:44,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
231,02/16/2016 00:08:44,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
232,02/16/2016 00:08:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
233,02/16/2016 00:08:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
234,02/16/2016 00:09:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
235,02/16/2016 00:09:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
236,02/16/2016 00:09:14,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
237,02/16/2016 00:09:14,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
238,02/16/2016 00:09:14,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
239,02/16/2016 00:09:14,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
240,02/16/2016 00:09:14,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
241,02/16/2016 00:09:14,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
242,02/16/2016 00:09:14,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
243,02/16/2016 00:09:14,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
244,02/16/2016 00:09:14,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
245,02/16/2016 00:09:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
246,02/16/2016 00:09:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
247,02/16/2016 00:09:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
248,02/16/2016 00:09:44,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
249,02/16/2016 00:09:44,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
250,02/16/2016 00:09:44,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
251,02/16/2016 00:09:44,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
252,02/16/2016 00:09:44,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
253,02/16/2016 00:09:44,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
254,02/16/2016 00:09:44,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
255,02/16/2016 00:09:44,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
256,02/16/2016 00:09:44,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
257,02/16/2016 00:09:44,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
258,02/16/2016 00:09:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
259,02/16/2016 00:09:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
260,02/16/2016 00:10:14,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
261,02/16/2016 00:10:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
